0.0,1401
0.2994511127471924,1401
0.29982781410217285,1401
0.3258395195007324,-1401
0.3258399963378906,-1401
0.3280956745147705,-1401
0.32941436767578125,149
0.3299276828765869,107
0.33041906356811523,109
0.33364176750183105,-388
0.33364176750183105,-1401
0.3345644474029541,110
0.34357142448425293,188
0.3437387943267822,131
0.3482949733734131,-90
0.3482949733734131,-676
0.34923863410949707,165
0.34938621520996094,-89
0.34979248046875,98
0.3540952205657959,-1397
0.3540956974029541,-1401
0.3549041748046875,-1401
0.35661888122558594,-1401
0.35661911964416504,-1401
0.357816219329834,102
0.35814428329467773,-1401
0.35814428329467773,-1401
0.35815000534057617,97
0.3586416244506836,97
0.3591339588165283,97
0.36315321922302246,-1401
0.36315321922302246,-1401
0.36315321922302246,-1401
0.3633394241333008,-1401
0.3633394241333008,-328
0.36365842819213867,102
0.3643178939819336,97
0.3649618625640869,103
0.3669464588165283,1401
0.3796110153198242,-1401
0.3812401294708252,1401
0.39307498931884766,-435
0.39307498931884766,-1401
0.39307498931884766,-1401
0.3934190273284912,-127
0.3936645984649658,105
0.3940005302429199,105
0.4002346992492676,176
0.40038347244262695,130
0.4010918140411377,160
0.40328097343444824,-90
0.4035000801086426,-676
0.4035649299621582,99
0.4039726257324219,98
0.40451931953430176,-89
0.40683984756469727,-1397
0.40683984756469727,-1401
0.40683984756469727,-1401
0.40683984756469727,-360
0.40703606605529785,-89
0.40793538093566895,100
0.40823984146118164,97
0.40871548652648926,97
0.4106924533843994,-945
0.41135263442993164,97
0.4191129207611084,95
0.42177724838256836,-945
0.4270637035369873,95
0.4300503730773926,-945
0.4309232234954834,97
0.43921971321105957,95
0.44206976890563965,-945
0.45116472244262695,95
0.45403456687927246,-945
0.45465850830078125,97
0.46335482597351074,95
0.46614956855773926,-945
0.4752843379974365,95
0.48068833351135254,-945
0.481703519821167,101
0.48420143127441406,-945
0.49134135246276855,95
0.49407029151916504,-945
0.49493408203125,97
0.5030725002288818,95
0.5055897235870361,-945
0.5110166072845459,95
0.5135595798492432,-945
0.5141820907592773,97
0.5190303325653076,95
0.521442174911499,-945
0.5273425579071045,95
0.5301463603973389,-945
0.5310351848602295,97
0.5392076969146729,95
0.5419714450836182,-945
0.5511248111724854,97
0.5540440082550049,-945
0.554811954498291,97
0.5633583068847656,97
0.5660254955291748,-947
0.5753848552703857,97
0.5779452323913574,-947
0.5786521434783936,97
0.5871608257293701,97
0.5904803276062012,-947
0.599266767501831,97
0.6020646095275879,-947
0.6030802726745605,97
0.6118028163909912,97
0.6142950057983398,-947
0.6231980323791504,97
0.6260008811950684,-947
0.6268887519836426,97
0.6353545188903809,97
0.6379384994506836,-947
0.6430585384368896,97
0.6456060409545898,-947
0.6461746692657471,97
0.6513950824737549,97
0.6540637016296387,-947
0.6593451499938965,97
0.6621665954589844,-947
0.6630427837371826,97
0.6712141036987305,97
0.6743967533111572,-947
0.6832022666931152,97
0.6871902942657471,-947
0.6879386901855469,97
0.6881475448608398,97
0.69069504737854,-947
0.6991896629333496,97
0.7029950618743896,-947
0.7039105892181396,98
0.704176664352417,97
0.7066104412078857,-947
0.7151970863342285,97
0.7273836135864258,103
0.7343323230743408,-947
0.734332799911499,-947
0.7352049350738525,97
0.7359371185302734,97
0.7376184463500977,-947
0.7430591583251953,97
0.7457902431488037,-947
0.7466545104980469,97
0.7552354335784912,97
0.7591173648834229,-947
0.7604773044586182,97
0.7630832195281982,-947
0.7639234066009521,97
0.7711539268493652,97
0.7735681533813477,-947
0.7793371677398682,97
0.7819998264312744,-948
0.7827973365783691,97
0.791346549987793,97
0.794269323348999,-948
0.8031442165374756,97
0.8056950569152832,-949
0.8063058853149414,97
0.8113458156585693,97
0.8154163360595703,-949
0.8162744045257568,97
0.8190972805023193,-949
0.8197081089019775,97
0.8273441791534424,97
0.8302264213562012,-949
0.8391172885894775,97
